"meth.variation","V1"
0.104709133838315,"cg11738485"
0.092629136082093,"cg00944631"
0.0848854396049584,"cg04131969"
0.0766444257418801,"cg02113055"
0.0751148589913076,"cg08055132"
0.0746952971566601,"cg08103988"
0.0746290667428349,"cg03526459"
0.0746038926191649,"cg01201512"
0.0743124485970574,"cg26536949"
0.0736444386381704,"cg06417478"
0.0714159596596376,"cg27586797"
0.0712921723954652,"cg05528899"
0.0696465302420575,"cg17509989"
0.0692140622289873,"cg18391209"
0.0685974759422468,"cg21139150"
0.068585439270459,"cg24851651"
0.0684147675801329,"cg12036633"
0.0677408997543561,"cg22588144"
0.0668085318060996,"cg08331829"
0.066244341530712,"cg13064658"
0.064618528777438,"cg01778345"
0.0626219986184503,"cg17404449"
0.0623902531335947,"cg03329597"
0.0620045285975943,"cg24506221"
0.0617432044695755,"cg01156747"
0.0607536289094906,"cg04683516"
0.0605598175447295,"cg03226844"
0.0602671819658902,"cg08477332"
0.0593540051732566,"cg07249765"
0.0589315633556245,"cg23804921"
0.0583472588714376,"cg04798314"
0.0581304486977917,"cg05875700"
0.0578863097754826,"cg04657146"
0.0576613863965334,"cg24634471"
0.0575616859873268,"cg00274640"
0.0566808266850922,"cg08779649"
0.056429291321455,"cg19214707"
0.0561351315339118,"cg21358336"
0.0557099379193733,"cg26354017"
0.0555324092396916,"cg00456343"
0.0544970666077159,"cg23899408"
0.0539295659454727,"cg06223162"
0.0539239904003308,"cg26035071"
0.0535678055441445,"cg03651054"
0.053555878128509,"cg19611616"
0.0534371238722332,"cg25755428"
0.052982240770202,"cg06406458"
0.0526074916197905,"cg14159672"
0.0519633049237215,"cg11965913"
0.0518949551122143,"cg16006841"
0.0508039509989177,"cg18110333"
0.0507875027214815,"cg13862711"
0.0504490321738436,"cg16814680"
0.0503206128496791,"cg01153376"
0.049418883118261,"cg04090468"
0.0486149775550463,"cg09352518"
0.0482387318348451,"cg24686902"
0.0479757261135033,"cg17178900"
0.0477768231331864,"cg14856563"
0.0463085420389059,"cg11424828"
0.0463029319744104,"cg17294865"
0.045987483789549,"cg14911689"
0.0458663774175647,"cg26654770"
0.0458654354567777,"cg24503407"
0.0458500862833153,"cg15982117"
0.0453557723232361,"cg04546413"
0.0452711223256187,"cg15668967"
0.0447691700957735,"cg08750459"
0.0432134518565374,"cg13944838"
0.0430180524225297,"cg14893161"
0.0426621978933799,"cg06675417"
0.0426440677233982,"cg20485607"
0.0425605280118474,"cg09549987"
0.0422692422177267,"cg04282082"
0.0419083992047351,"cg24853868"
0.0417815613226816,"cg15652532"
0.0415530915615093,"cg22459517"
0.0413986120568787,"cg26764761"
0.0413830369121657,"cg06060754"
0.0410057608018507,"cg06864789"
0.0409582357918865,"cg05995465"
0.0409351103795536,"cg18105134"
0.0408846947443454,"cg07796016"
0.040795874771466,"cg24088508"
0.0405967447753248,"cg00028022"
0.0404346032889356,"cg08265274"
0.0402907993026156,"cg01483656"
0.0400471682071666,"cg16474696"
0.0400258782604767,"cg14227325"
0.0398356457648533,"cg02891314"
0.0393444940651175,"cg12031275"
0.0393300415802037,"cg10596483"
0.0392750546920685,"cg04248279"
0.0392504726367429,"cg21594961"
0.0392307095066224,"cg07167872"
0.0392299826597596,"cg25340688"
0.0389245854361304,"cg24796644"
0.0387287043659368,"cg26328633"
0.0387281681571237,"cg01097406"
0.0386020954812366,"cg03188948"
0.0384055887042296,"cg07134666"
0.0382957584024112,"cg26220594"
0.0380440072711699,"cg08269402"
0.037899254800595,"cg05280794"
0.0377547613584984,"cg11247378"
0.0373477533980779,"cg11012412"
0.0372269146133621,"cg22968622"
0.0371461245691741,"cg07314988"
0.0371336777169146,"cg10296238"
0.0368421194207603,"cg17052675"
0.036166880298759,"cg15019001"
0.0359935590490938,"cg08820231"
0.0358271386065368,"cg23758822"
0.0357672227159861,"cg26882525"
0.0355355205412771,"cg06536614"
0.0353638526537639,"cg05896524"
0.0353110300008213,"cg19637330"
0.0352108027770552,"cg16744531"
0.0350791323357471,"cg19754622"
0.0350352890116315,"cg23248424"
0.0349190909420798,"cg18402987"
0.034851863724003,"cg14168080"
0.034810153825979,"cg21548813"
0.0346969228847324,"cg10568066"
0.0346861114250218,"cg04955116"
0.0346571746185069,"cg07157030"
0.0346228826207693,"cg01324343"
0.0345814150155866,"cg13835168"
0.0345331070181174,"cg03938978"
0.0344770346595024,"cg17221813"
0.0343912073938474,"cg13830619"
0.0342584329607908,"cg15570656"
0.0342369552149011,"cg03738707"
0.0342143657249069,"cg23649088"
0.0341838148593717,"cg18232235"
0.0341244572337208,"cg04481923"
0.0341120029267167,"cg18705301"
0.0341067058459049,"cg08944170"
0.033990762600606,"cg17220055"
0.0339591227747034,"cg07158503"
0.0337704265394817,"cg01996567"
0.0335778432918965,"cg18786623"
0.0334542150657852,"cg15532640"
0.0333511087400424,"cg15383120"
0.0332292465382063,"cg13081526"
0.0331998891363681,"cg00274965"
0.0331306475555016,"cg22111694"
0.0329797596764009,"cg13874425"
0.0328671461322399,"cg23221052"
0.0328124673457434,"cg02398342"
0.0328048984339089,"cg09035930"
0.0327814198684637,"cg22443212"
0.0327306410081282,"cg21847720"
0.0326823733618287,"cg03748376"
0.0326025622017178,"cg16293892"
0.0325615102154294,"cg25243082"
0.0324837137506494,"cg15465743"
0.0324422527612463,"cg07180897"
0.0323113168248704,"cg03393996"
0.0321919240316156,"cg19089141"
0.0321142565798058,"cg06712767"
0.0320295445544363,"cg20409752"
0.0319366489513003,"cg00124993"
0.0319361811865846,"cg23066280"
0.0318827891025269,"cg07044115"
0.0317448322195636,"cg01132407"
0.0316693503756027,"cg14240646"
0.031592471849597,"cg13077366"
0.0315200016947609,"cg04554929"
0.0314721647363282,"cg08899523"
0.0314323173317276,"cg24100841"
0.0313772365297997,"cg18136963"
0.0313604151144617,"cg07376282"
0.0312870904335726,"cg01053087"
0.0312161119711862,"cg09584650"
0.0312103263985046,"cg05276469"
0.0311899833291957,"cg11949518"
0.0311242933254757,"cg19596870"
0.0311186078977584,"cg20507276"
0.0311149200135663,"cg18522231"
0.0310090463635909,"cg14983838"
0.0309972628383747,"cg12310025"
0.0309251047058867,"cg13768055"
0.0308828034724761,"cg09399716"
0.0308740912098954,"cg14279361"
0.0308535505638715,"cg14023020"
0.0308477410376032,"cg21158163"
0.0308407520528436,"cg03363289"
0.0307996188993005,"cg00901687"
0.0307957290035296,"cg11939300"
0.0307830487483186,"cg04043455"
0.0307641768355181,"cg06205333"
0.0307536989822889,"cg02270332"
0.0305588757794611,"cg02159489"
0.0303399405979004,"cg20386487"
0.0303191081662087,"cg20293942"
0.0302252057214787,"cg11979743"
0.0302236390844179,"cg04181038"
0.0302051958368372,"cg25545878"
0.0301677924516668,"cg18771300"
0.0300572423638966,"cg26893861"
0.0300445572107906,"cg02938172"
0.0299779411469314,"cg03395511"
0.0299773817037674,"cg10317314"
0.0299187668421164,"cg13401893"
0.029908221778752,"cg15279541"
0.0298852777930592,"cg09827761"
0.0298808540862684,"cg13571460"
0.0298781126024584,"cg27436995"
0.0297916794535619,"cg10909185"
0.0296976083151007,"cg18805164"
0.0296913566924022,"cg16653991"
0.0296467529638349,"cg09232555"
0.0295733474435915,"cg18918831"
0.0295471464357085,"cg04737881"
0.029528695366943,"cg16906346"
0.0294289481996276,"cg26371957"
0.0292190156573077,"cg19876987"
0.0292065577586225,"cg11608150"
0.0291446683109664,"cg02299497"
0.0291351338762923,"cg07356745"
0.0291307350477013,"cg16301894"
0.0291179848328967,"cg11383134"
0.0290717172588467,"cg25830305"
0.0290394380371973,"cg26913058"
0.029030791853453,"cg22635676"
0.0289649681340865,"cg03830006"
0.0288967810655812,"cg11787167"
0.0287794673633341,"cg23491743"
0.0287370700596764,"cg27141850"
0.0286848010942664,"cg05372444"
0.0285282469364645,"cg06118351"
0.0285247015338692,"cg05194426"
0.0283985820078585,"cg11062466"
0.0283371333310735,"cg14687298"
0.02825281393322,"cg01238044"
0.0281909401708292,"cg11076954"
0.0281429710185886,"cg19128026"
0.0281195199493517,"cg19778375"
0.028100982692169,"cg20053110"
0.0280837584829987,"cg12633154"
0.0280138092106628,"cg00157199"
0.0280026502777701,"cg15971518"
0.0279770353277603,"cg13148921"
0.0278999100737155,"cg05547895"
0.0278742673858601,"cg01630032"
0.0278252732957268,"cg14167415"
0.0277997277114068,"cg03787837"
0.0277781555360427,"cg19978674"
0.0277421573606284,"cg03449857"
0.0276890245613695,"cg21123519"
0.0276769469934165,"cg18678645"
0.0276709548686663,"cg26027669"
0.0276636689966604,"cg16615357"
0.0276588616642487,"cg15145296"
0.0275845578286386,"cg16761754"
0.0274506148103458,"cg14780466"
0.0274320814617497,"cg03849834"
0.0274257032781245,"cg26094651"
0.027357345440573,"cg03299990"
0.0273474349955319,"cg02219949"
0.0273455546832916,"cg19181528"
0.0273383987802719,"cg05030953"
0.0272991354725197,"cg12016809"
0.0272343043101796,"cg21177396"
0.0271734407791702,"cg01079515"
0.0271657177755077,"cg12011299"
0.0271653931020971,"cg07382347"
0.0270718886657684,"cg03447554"
0.0270496238263948,"cg12744031"
0.0270284822267375,"cg15595755"
0.0269953229220833,"cg17658113"
0.0269906845037237,"cg11059159"
0.0269744078380877,"cg20228636"
0.0269599576660087,"cg16106427"
0.0269391926003743,"cg03198009"
0.0268946083449987,"cg12251126"
0.0268758321029398,"cg04520169"
0.0268308744781737,"cg17611936"
0.0268205146275071,"cg05353869"
0.0267567554216118,"cg26896946"
0.0267504123686413,"cg05834845"
0.0265945122293728,"cg04346459"
0.0263701719874175,"cg21469772"
0.0262381762289656,"cg23681866"
0.0261340346343445,"cg16034541"
0.0260507086273983,"cg00101154"
0.0260474724583668,"cg05481257"
0.0260041843592547,"cg20415053"
0.0259702998921793,"cg11045746"
0.0259037227222017,"cg05200811"
0.0258347495438087,"cg20503657"
0.0258341134855472,"cg02872767"
0.0257980058615078,"cg08164151"
0.0257591457075364,"cg13111532"
0.0257046815800169,"cg12756686"
0.0256582836694955,"cg18797653"
0.0256528750936413,"cg10148932"
0.0254940769461284,"cg06546677"
0.0254899886790402,"cg17118775"
0.0254631826742628,"cg07234876"
0.0254571004138831,"cg22676075"
0.0253314733804221,"cg19142181"
0.0252440740705636,"cg26121931"
0.025226248322997,"cg25303761"
0.0251752847977576,"cg07747299"
0.0251483220186852,"cg21109666"
0.0251149436985141,"cg08829299"
0.0251141890967122,"cg12196389"
0.0250816468796364,"cg19665696"
0.0250255590466903,"cg01819759"
0.0250083788938437,"cg19938535"
0.0250076834673889,"cg15806569"
0.0249885719528011,"cg27074582"
0.0249782927408802,"cg15793258"
0.0249567706356954,"cg04354002"
0.0249179458164976,"cg19418458"
0.0248731345299996,"cg03086067"
0.0248161977341265,"cg04028570"
0.0248115141892159,"cg23284931"
0.0247544595643953,"cg10604476"
0.0246189594407944,"cg13752114"
0.0246162423674662,"cg15059639"
0.024613236335124,"cg04633141"
0.0245904391692357,"cg03461641"
0.0245646074596493,"cg18228590"
0.0244831100777281,"cg08260406"
0.0244816193167161,"cg10075506"
0.0244127142896358,"cg10930308"
0.0243784669711752,"cg23174406"
0.024366315479783,"cg01620164"
0.0243390101797059,"cg01062020"
0.0243248173261915,"cg07332563"
0.0243045580690448,"cg00791851"
0.0242729406819428,"cg08422420"
0.0242088074237114,"cg18200150"
0.0241967405882211,"cg24467349"
0.0241650995768219,"cg22325292"
0.0240975805045049,"cg17416644"
0.0239948858640266,"cg02567750"
0.0239868538270117,"cg26472636"
0.0239854820595675,"cg22082780"
0.0238421555277223,"cg11343894"
0.0238279667978367,"cg09888468"
0.0237832956290139,"cg02964324"
0.0237593765379202,"cg10582608"
0.0237582634740492,"cg21724239"
0.0237454723303112,"cg16079430"
0.0237353167071163,"cg17292337"
0.0237241869830537,"cg07952421"
0.0237017142156172,"cg09976142"
0.023657478028462,"cg21036194"
0.0236563171122942,"cg06221963"
0.0236520917211809,"cg20923605"
0.0236145496046231,"cg05401945"
0.0236022567379133,"cg13626582"
0.0235396741604083,"cg03686964"
0.0235170247610549,"cg00321709"
0.0235073680409243,"cg23958373"
0.0234451013258318,"cg09660878"
0.0234002091095454,"cg04863005"
0.0233121938692521,"cg20891558"
0.0233060915107123,"cg00325531"
0.0232685851158539,"cg25498107"
0.0231998229759168,"cg10590925"
0.0231787282137696,"cg05890377"
0.0231765449805311,"cg04082016"
0.023171332126142,"cg13498757"
0.0231534784095884,"cg26597838"
0.023152672393838,"cg27573991"
0.023009450433,"cg24838316"
0.0230033018473067,"cg26668828"
0.0229599354532463,"cg17749961"
0.0228756208967424,"cg21950155"
0.0228330099110571,"cg03623568"
0.022813640072346,"cg09483595"
0.0227511523746276,"cg01821018"
0.0227227015913232,"cg07021052"
0.0227143538949382,"cg14341177"
0.0226758326817686,"cg14464133"
0.0226496197016164,"cg09122588"
0.0226427915208144,"cg08219700"
0.0226227611564202,"cg13499318"
0.0225636617113026,"cg02459042"
0.0225536597927513,"cg20744163"
0.0225054909529286,"cg16885113"
0.0224969920625186,"cg09937190"
0.0224818725573406,"cg17313483"
0.0224587418193108,"cg05825244"
0.022415271870468,"cg13207630"
0.0224106954236046,"cg16322792"
0.0223846140627538,"cg19148731"
0.0223824981557074,"cg15415945"
0.0223693277258579,"cg20088245"
0.0223577448839922,"cg07075026"
0.0223210937318481,"cg24693760"
0.0223131746791017,"cg06201514"
0.0223074822477525,"cg02331830"
0.0222940904947968,"cg12751644"
0.0222885432458037,"cg00413089"
0.0222781600742847,"cg07974504"
0.0222759220992239,"cg19142026"
0.0222653568717256,"cg21862353"
0.0222627647135631,"cg08745965"
0.0221991284994849,"cg23024343"
0.0221638276572588,"cg13185413"
0.022122212326466,"cg01286930"
0.0221158047254865,"cg21550804"
0.022100938614108,"cg14161159"
0.0221001197119767,"cg19572051"
0.0220697878168205,"cg22992730"
0.0220658607637413,"cg00923880"
0.0220358758745214,"cg21609526"
0.0220305174747895,"cg08010094"
0.0219908379975573,"cg02352685"
0.0219900845379651,"cg27423959"
0.0219684399015976,"cg12319143"
0.0219510062106114,"cg20927656"
0.0219438109407235,"cg00255919"
0.0219192998812387,"cg13375589"
0.0219152339902699,"cg10645648"
0.0218362456020407,"cg16781264"
0.0218291631763748,"cg05493407"
0.0218093477451334,"cg18850127"
0.0217995832664398,"cg25210835"
0.0217760146792145,"cg01290755"
0.0217260019731727,"cg10864200"
0.0217140444145109,"cg05785424"
0.0216400475267706,"cg26347887"
0.0216384202443435,"cg25824218"
0.0216277991611664,"cg05122437"
0.0216052820608382,"cg11146691"
0.0215694101815542,"cg13315147"
0.0215688389462383,"cg20540428"
0.0215605683754285,"cg07285237"
0.021540912240892,"cg22238209"
0.0215311907439774,"cg12648811"
0.0215207107867472,"cg23400446"
0.0215041190979817,"cg03264133"
0.0214959513200878,"cg05425699"
0.02148681794746,"cg15123087"
0.0214111250429323,"cg05828893"
0.0214061063859207,"cg04653913"
0.0213658241820266,"cg05064044"
0.0213542972739756,"cg02873954"
0.0213528432442444,"cg06562718"
0.0213322023392091,"cg02981003"
0.0213234820038257,"cg24680439"
0.0212909597831234,"cg21526238"
0.0212848529170154,"cg05457730"
0.0212530144679262,"cg03343571"
0.0212363534107474,"cg13943068"
0.0212181075588468,"cg01741372"
0.021186778674873,"cg18280909"
0.021113491542952,"cg06926377"
0.0211012946594535,"cg08714590"
0.0210971938694408,"cg09279736"
0.0210778137380164,"cg17857094"
0.0210445954498835,"cg27366766"
0.0210399217217277,"cg22730047"
0.0210336227429615,"cg01412970"
0.0209968871934819,"cg21434132"
0.0209779232019096,"cg25399239"
0.0209692161735861,"cg03517284"
0.0209586880241164,"cg11235426"
0.0209473795805328,"cg02331910"
0.020938547318947,"cg26964592"
0.0209333236564803,"cg21862992"
0.0209261192113537,"cg16440561"
0.0209107019442542,"cg06618935"
0.0208977912315075,"cg02275226"
0.0208889394581856,"cg07700233"
0.0208338829258375,"cg25267487"
0.0208294920884593,"cg11766577"
0.020801170379908,"cg12717203"
0.0207846145652825,"cg16682227"
0.0207722549888915,"cg14773178"
0.0207293763944084,"cg23246911"
0.0207152322139757,"cg27171569"
0.0207123185190532,"cg11388673"
0.0206827982050012,"cg12738763"
0.0206655830134941,"cg05406088"
0.0206640811748979,"cg17696517"
0.020637928898673,"cg14964336"
0.0206188290762321,"cg10523679"
0.0206113313690804,"cg09768983"
0.0206046725568831,"cg03128011"
0.0205678733982573,"cg10144400"
0.0205197332212539,"cg08642068"
0.0205124540882154,"cg17240725"
0.0205077930686659,"cg04811114"
0.0205039142930229,"cg27244972"
0.0205001377192195,"cg20356878"
0.0204981093306435,"cg06060522"
0.0204811106275796,"cg24690094"
0.0204626731398962,"cg05740244"
0.0204487009538503,"cg06329735"
0.0204135882330894,"cg06394109"
0.0204045433460822,"cg25277809"
0.0204038860807792,"cg10044179"
0.0203870561564669,"cg26099834"
0.0203497027994059,"cg08206881"
0.0203035171105447,"cg06545389"
0.0202979594504768,"cg08922308"
0.0202717792613804,"cg02691506"
0.0202492435005435,"cg02707854"
0.0201789693246162,"cg20356637"
0.0201681469489305,"cg16496269"
0.0201671380609149,"cg04850017"
0.020142800805481,"cg19469447"
0.0201329510093045,"cg10486069"
0.0200882395104732,"cg14188106"
0.0200690508830364,"cg07629776"
0.0200608567271239,"cg12000995"
0.0200453779784042,"cg05856321"
0.0200353898753727,"cg05130482"
0.0200112110103874,"cg04124606"
0.0199739143518231,"cg19383211"
0.0199356278516414,"cg08742575"
0.0199265830454233,"cg08895590"
0.0198973471749242,"cg01066472"
0.0198963080637497,"cg21144063"
0.0198104570896977,"cg11594160"
0.0197888093656805,"cg25110423"
0.0197789065517482,"cg01479768"
0.0197737503379919,"cg01074767"
0.0197679550974138,"cg01971667"
0.0197671941594133,"cg22259797"
0.0197507139492823,"cg03751055"
0.0197505420535426,"cg05082466"
0.0197489612621704,"cg00807871"
0.0197196291523782,"cg00588198"
0.0196989968263563,"cg05795005"
0.0196351976781642,"cg12950816"
0.0196109967949768,"cg13308137"
0.0196056394100296,"cg00815399"
0.0195906463462352,"cg23896850"
0.0195393778617443,"cg02769477"
0.0195120295591133,"cg18803147"
0.0194955483587933,"cg03161606"
0.0194762107736873,"cg24246628"
0.0194738514660561,"cg11799593"
0.0194535892723112,"cg14373797"
0.0194482985807814,"cg07876788"
0.0194210601857785,"cg08033130"
0.019414347703763,"cg08762424"
0.0194016238294757,"cg09381666"
0.0193242684573672,"cg15506703"
0.0193085099227407,"cg15837280"
0.0192949504449582,"cg26720545"
0.0192698912188296,"cg08993878"
0.0192593037379111,"cg13750264"
0.0192488524763891,"cg10833066"
0.0192478182032365,"cg11066601"
0.0192209491692598,"cg23878260"
0.019214122867124,"cg15837308"
0.0191838235498255,"cg19196401"
0.019178036951124,"cg18727742"
0.019171194010441,"cg07157834"
0.0191642303652534,"cg08242633"
0.0191606625095041,"cg03272499"
0.0191601796334431,"cg11946459"
0.0191130128472751,"cg15436354"
0.0190864024481795,"cg11445109"
0.0190833854913012,"cg22133704"
0.0190769734097989,"cg15135176"
0.0190749331213728,"cg02291365"
0.0190729252351161,"cg13012494"
0.0190649978602538,"cg00101728"
0.0190556197703816,"cg21645759"
0.0190488008661185,"cg23549902"
0.0190405169136732,"cg01017244"
0.0190318447171235,"cg10261205"
0.0190197030347309,"cg21160290"
0.0189999733422962,"cg20022036"
0.0189920248416154,"cg13732083"
0.0189678794584503,"cg15498409"
0.0189442421550814,"cg25459280"
0.0189155486327757,"cg00035636"
0.018889962764688,"cg24536782"
0.0188722029830932,"cg09841842"
0.0188612981185697,"cg06777732"
0.0188605960721338,"cg06791446"
0.0188350613303845,"cg27286337"
0.0188106433208026,"cg11969330"
0.0187618638126862,"cg05373962"
0.0187377014741364,"cg07524919"
0.018734596202695,"cg25828445"
0.0187000777420542,"cg10313151"
0.0186971108353387,"cg23299919"
0.018694701575987,"cg01359822"
0.0186937983120569,"cg20456258"
0.0186759908330554,"cg06679270"
0.0186709684426105,"cg21484985"
0.0186504853369663,"cg06825163"
0.018648088669049,"cg08222618"
0.0186277922324042,"cg05004142"
0.0186255715578569,"cg00607058"
0.0186198075951692,"cg05636467"
0.0186143808482486,"cg16080552"
0.0186048983955611,"cg12893697"
0.0185924160832628,"cg23876203"
0.0185918918859185,"cg02750262"
0.0185884944128788,"cg10411146"
0.0185866032104311,"cg21158431"
0.0185836392367173,"cg21717724"
0.0185581098598238,"cg06653507"
0.0185518637250425,"cg08562672"
0.0185507228962909,"cg12682382"
0.0185355690023004,"cg21242009"
0.0185105040677834,"cg15549821"
0.0185065054638098,"cg20814179"
0.0184929268386251,"cg18566515"
0.0184905450805882,"cg10950924"
0.0184842099587488,"cg26748794"
0.0184719414628671,"cg12119625"
0.0184630626056995,"cg06611532"
0.018458841362481,"cg21138405"
0.0184544741104977,"cg00112952"
0.0184497898367668,"cg04395153"
0.018432265486516,"cg26227225"
0.0184282899575439,"cg22875332"
0.0184270475990983,"cg03151810"
0.0183936010045213,"cg20057198"
0.0183632045779891,"cg27105123"
